"Code";"CodeStr";"CityId";"Name";"Province"
"87";"00-087";"16239";"Warszawa";"Mazowieckie"
"88";"00-088";"16239";"Warszawa";"Mazowieckie"
"89";"00-089";"16239";"Warszawa";"Mazowieckie"
"90";"00-090";"16239";"Warszawa";"Mazowieckie"
"91";"00-091";"16239";"Warszawa";"Mazowieckie"
"92";"00-092";"16239";"Warszawa";"Mazowieckie"
"93";"00-093";"16239";"Warszawa";"Mazowieckie"
"94";"00-094";"16239";"Warszawa";"Mazowieckie"
"95";"00-095";"16239";"Warszawa";"Mazowieckie"
"96";"00-096";"16239";"Warszawa";""
"97";"00-097";"16239";"Warszawa";"Mazowieckie"
"98";"00-098";"16239";"Warszawa";"Mazowieckie"
"99";"00-099";"16239";"Warszawa";"Mazowieckie"
"100";"00-100";"16239";"Warszawa";"Mazowieckie"
"102";"00-102";"16239";"Warszawa";"Mazowieckie"
"103";"00-103";"16239";"Warszawa";"Mazowieckie"
"104";"00-104";"16239";"Warszawa";"Mazowieckie"
"105";"00-105";"16239";"Warszawa";"Mazowieckie"
"107";"00-107";"16239";"Warszawa";"Mazowieckie"
"108";"00-108";"16239";"Warszawa";"Mazowieckie"
"109";"00-109";"16239";"Warszawa";"Mazowieckie"
"110";"00-110";"16239";"Warszawa";"Mazowieckie"
"112";"00-112";"16239";"Warszawa";"Mazowieckie"
"113";"00-113";"16239";"Warszawa";"Mazowieckie"
"114";"00-114";"16239";"Warszawa";"Mazowieckie"
"115";"00-115";"16239";"Warszawa";"Mazowieckie"
"116";"00-116";"16239";"Warszawa";"Mazowieckie"
"117";"00-117";"16239";"Warszawa";"Mazowieckie"
"118";"00-118";"16239";"Warszawa";"Mazowieckie"
"119";"00-119";"16239";"Warszawa";"Mazowieckie"
"120";"00-120";"16239";"Warszawa";"Mazowieckie"
"121";"00-121";"16239";"Warszawa";"Mazowieckie"
"123";"00-123";"16239";"Warszawa";"Mazowieckie"
"124";"00-124";"16239";"Warszawa";"Mazowieckie"
"125";"00-125";"16239";"Warszawa";"Mazowieckie"
"126";"00-126";"16239";"Warszawa";"Mazowieckie"
"127";"00-127";"16239";"Warszawa";"Mazowieckie"
"130";"00-130";"16239";"Warszawa";"Mazowieckie"
"131";"00-131";"16239";"Warszawa";"Mazowieckie"
"132";"00-132";"16239";"Warszawa";"Mazowieckie"
"133";"00-133";"16239";"Warszawa";"Mazowieckie"
"135";"00-135";"16239";"Warszawa";"Mazowieckie"
"136";"00-136";"16239";"Warszawa";"Mazowieckie"
"137";"00-137";"16239";"Warszawa";"Mazowieckie"
"138";"00-138";"16239";"Warszawa";"Mazowieckie"
"139";"00-139";"16239";"Warszawa";"Mazowieckie"
"140";"00-140";"16239";"Warszawa";"Mazowieckie"
"141";"00-141";"16239";"Warszawa";"Mazowieckie"
"142";"00-142";"16239";"Warszawa";"Mazowieckie"
"143";"00-143";"16239";"Warszawa";"Mazowieckie"
"144";"00-144";"16239";"Warszawa";"Mazowieckie"
"145";"00-145";"16239";"Warszawa";"Mazowieckie"
"146";"00-146";"16239";"Warszawa";"Mazowieckie"
"147";"00-147";"16239";"Warszawa";"Mazowieckie"
"148";"00-148";"16239";"Warszawa";"Mazowieckie"
"149";"00-149";"16239";"Warszawa";"Mazowieckie"
"150";"00-150";"16239";"Warszawa";"Mazowieckie"
"151";"00-151";"16239";"Warszawa";"Mazowieckie"
"152";"00-152";"16239";"Warszawa";"Mazowieckie"
"153";"00-153";"16239";"Warszawa";"Mazowieckie"
"154";"00-154";"16239";"Warszawa";"Mazowieckie"
"155";"00-155";"16239";"Warszawa";"Mazowieckie"
"156";"00-156";"16239";"Warszawa";"Mazowieckie"
"157";"00-157";"16239";"Warszawa";"Mazowieckie"
"158";"00-158";"16239";"Warszawa";"Mazowieckie"
"159";"00-159";"16239";"Warszawa";"Mazowieckie"
"160";"00-160";"16239";"Warszawa";"Mazowieckie"
"161";"00-161";"16239";"Warszawa";"Mazowieckie"
"162";"00-162";"16239";"Warszawa";"Mazowieckie"
"163";"00-163";"16239";"Warszawa";"Mazowieckie"
"164";"00-164";"16239";"Warszawa";"Mazowieckie"
"165";"00-165";"16239";"Warszawa";"Mazowieckie"
"166";"00-166";"16239";"Warszawa";"Mazowieckie"
"167";"00-167";"16239";"Warszawa";"Mazowieckie"
"168";"00-168";"16239";"Warszawa";"Mazowieckie"
"169";"00-169";"16239";"Warszawa";"Mazowieckie"
"170";"00-170";"16239";"Warszawa";"Mazowieckie"
"171";"00-171";"16239";"Warszawa";"Mazowieckie"
"172";"00-172";"16239";"Warszawa";"Mazowieckie"
"173";"00-173";"16239";"Warszawa";"Mazowieckie"
"174";"00-174";"16239";"Warszawa";"Mazowieckie"
"175";"00-175";"16239";"Warszawa";"Mazowieckie"
"176";"00-176";"16239";"Warszawa";"Mazowieckie"
"177";"00-177";"16239";"Warszawa";"Mazowieckie"
"178";"00-178";"16239";"Warszawa";"Mazowieckie"
"179";"00-179";"16239";"Warszawa";"Mazowieckie"
"180";"00-180";"16239";"Warszawa";"Mazowieckie"
"181";"00-181";"16239";"Warszawa";"Mazowieckie"
"182";"00-182";"16239";"Warszawa";"Mazowieckie"
"183";"00-183";"16239";"Warszawa";"Mazowieckie"
"184";"00-184";"16239";"Warszawa";"Mazowieckie"
"185";"00-185";"16239";"Warszawa";"Mazowieckie"
"186";"00-186";"16239";"Warszawa";"Mazowieckie"
"187";"00-187";"16239";"Warszawa";"Mazowieckie"
"188";"00-188";"16239";"Warszawa";"Mazowieckie"
"189";"00-189";"16239";"Warszawa";"Mazowieckie"
"190";"00-190";"16239";"Warszawa";"Mazowieckie"
"191";"00-191";"16239";"Warszawa";""
"192";"00-192";"16239";"Warszawa";"Mazowieckie"
"193";"00-193";"16239";"Warszawa";"Mazowieckie"
"194";"00-194";"16239";"Warszawa";"Mazowieckie"
"195";"00-195";"16239";"Warszawa";"Mazowieckie"
"196";"00-196";"16239";"Warszawa";"Mazowieckie"
"197";"00-197";"16239";"Warszawa";"Mazowieckie"
"198";"00-198";"16239";"Warszawa";""
"199";"00-199";"16239";"Warszawa";"Mazowieckie"
"200";"00-200";"16239";"Warszawa";"Mazowieckie"
"201";"00-201";"16239";"Warszawa";"Mazowieckie"
"202";"00-202";"16239";"Warszawa";"Mazowieckie"
"203";"00-203";"16239";"Warszawa";"Mazowieckie"
"204";"00-204";"16239";"Warszawa";"Mazowieckie"
"205";"00-205";"16239";"Warszawa";"Mazowieckie"
"206";"00-206";"16239";"Warszawa";"Mazowieckie"
"207";"00-207";"16239";"Warszawa";"Mazowieckie"
"208";"00-208";"16239";"Warszawa";"Mazowieckie"
"209";"00-209";"16239";"Warszawa";"Mazowieckie"
"210";"00-210";"16239";"Warszawa";"Mazowieckie"
"211";"00-211";"16239";"Warszawa";"Mazowieckie"
"213";"00-213";"16239";"Warszawa";"Mazowieckie"
"214";"00-214";"16239";"Warszawa";"Mazowieckie"
"215";"00-215";"16239";"Warszawa";"Mazowieckie"
"216";"00-216";"16239";"Warszawa";"Mazowieckie"
"217";"00-217";"16239";"Warszawa";"Mazowieckie"
"218";"00-218";"16239";"Warszawa";"Mazowieckie"
"219";"00-219";"16239";"Warszawa";"Mazowieckie"
"220";"00-220";"16239";"Warszawa";"Mazowieckie"
"221";"00-221";"16239";"Warszawa";"Mazowieckie"
"222";"00-222";"16239";"Warszawa";"Mazowieckie"
"223";"00-223";"16239";"Warszawa";"Mazowieckie"
"224";"00-224";"16239";"Warszawa";"Mazowieckie"
"225";"00-225";"16239";"Warszawa";"Mazowieckie"
"227";"00-227";"16239";"Warszawa";"Mazowieckie"
"228";"00-228";"16239";"Warszawa";"Mazowieckie"
"229";"00-229";"16239";"Warszawa";"Mazowieckie"
"230";"00-230";"16239";"Warszawa";"Mazowieckie"
"231";"00-231";"16239";"Warszawa";"Mazowieckie"
"232";"00-232";"16239";"Warszawa";"Mazowieckie"
"233";"00-233";"16239";"Warszawa";"Mazowieckie"
"234";"00-234";"16239";"Warszawa";"Mazowieckie"
"235";"00-235";"16239";"Warszawa";"Mazowieckie"
"236";"00-236";"16239";"Warszawa";"Mazowieckie"
"237";"00-237";"16239";"Warszawa";"Mazowieckie"
"238";"00-238";"16239";"Warszawa";"Mazowieckie"
"240";"00-240";"16239";"Warszawa";"Mazowieckie"
"241";"00-241";"16239";"Warszawa";"Mazowieckie"
"242";"00-242";"16239";"Warszawa";"Mazowieckie"
"243";"00-243";"16239";"Warszawa";"Mazowieckie"
"244";"00-244";"16239";"Warszawa";"Mazowieckie"
"245";"00-245";"16239";"Warszawa";"Mazowieckie"
"246";"00-246";"16239";"Warszawa";"Mazowieckie"
"248";"00-248";"16239";"Warszawa";"Mazowieckie"
"249";"00-249";"16239";"Warszawa";"Mazowieckie"
"251";"00-251";"16239";"Warszawa";"Mazowieckie"
"252";"00-252";"16239";"Warszawa";"Mazowieckie"
"253";"00-253";"16239";"Warszawa";"Mazowieckie"
"254";"00-254";"16239";"Warszawa";"Mazowieckie"
"255";"00-255";"16239";"Warszawa";"Mazowieckie"
"256";"00-256";"16239";"Warszawa";"Mazowieckie"
"257";"00-257";"16239";"Warszawa";"Mazowieckie"
"258";"00-258";"16239";"Warszawa";"Mazowieckie"
"259";"00-259";"16239";"Warszawa";"Mazowieckie"
"260";"00-260";"16239";"Warszawa";"Mazowieckie"
"261";"00-261";"16239";"Warszawa";"Mazowieckie"
"262";"00-262";"16239";"Warszawa";"Mazowieckie"
"263";"00-263";"16239";"Warszawa";"Mazowieckie"
"264";"00-264";"16239";"Warszawa";"Mazowieckie"
"265";"00-265";"16239";"Warszawa";"Mazowieckie"
"266";"00-266";"16239";"Warszawa";"Mazowieckie"
"267";"00-267";"16239";"Warszawa";"Mazowieckie"
"268";"00-268";"16239";"Warszawa";"Mazowieckie"
"270";"00-270";"16239";"Warszawa";"Mazowieckie"
"271";"00-271";"16239";"Warszawa";"Mazowieckie"
"272";"00-272";"16239";"Warszawa";"Mazowieckie"
"273";"00-273";"16239";"Warszawa";""
"274";"00-274";"16239";"Warszawa";"Mazowieckie"
"275";"00-275";"16239";"Warszawa";"Mazowieckie"
"277";"00-277";"16239";"Warszawa";"Mazowieckie"
"278";"00-278";"16239";"Warszawa";"Mazowieckie"
"279";"00-279";"16239";"Warszawa";"Mazowieckie"
"280";"00-280";"16239";"Warszawa";"Mazowieckie"
"281";"00-281";"16239";"Warszawa";"Mazowieckie"
"282";"00-282";"16239";"Warszawa";"Mazowieckie"
"283";"00-283";"16239";"Warszawa";"Mazowieckie"
"284";"00-284";"16239";"Warszawa";"Mazowieckie"
"285";"00-285";"16239";"Warszawa";"Mazowieckie"
"286";"00-286";"16239";"Warszawa";"Mazowieckie"
"287";"00-287";"16239";"Warszawa";"Mazowieckie"
"288";"00-288";"16239";"Warszawa";"Mazowieckie"
"301";"00-301";"16239";"Warszawa";"Mazowieckie"
"302";"00-302";"16239";"Warszawa";"Mazowieckie"
"303";"00-303";"16239";"Warszawa";"Mazowieckie"
"304";"00-304";"16239";"Warszawa";"Mazowieckie"
"305";"00-305";"16239";"Warszawa";"Mazowieckie"
"306";"00-306";"16239";"Warszawa";"Mazowieckie"
"307";"00-307";"16239";"Warszawa";"Mazowieckie"
"308";"00-308";"16239";"Warszawa";"Mazowieckie"
"309";"00-309";"16239";"Warszawa";"Mazowieckie"
"310";"00-310";"16239";"Warszawa";"Mazowieckie"
"311";"00-311";"16239";"Warszawa";"Mazowieckie"
"312";"00-312";"16239";"Warszawa";"Mazowieckie"
"313";"00-313";"16239";"Warszawa";"Mazowieckie"
"314";"00-314";"16239";"Warszawa";"Mazowieckie"
"315";"00-315";"16239";"Warszawa";"Mazowieckie"
"316";"00-316";"16239";"Warszawa";"Mazowieckie"
"317";"00-317";"16239";"Warszawa";"Mazowieckie"
"318";"00-318";"16239";"Warszawa";"Mazowieckie"
"319";"00-319";"16239";"Warszawa";"Mazowieckie"
"321";"00-321";"16239";"Warszawa";"Mazowieckie"
"322";"00-322";"16239";"Warszawa";"Mazowieckie"
"324";"00-324";"16239";"Warszawa";"Mazowieckie"
"325";"00-325";"16239";"Warszawa";"Mazowieckie"
"327";"00-327";"16239";"Warszawa";"Mazowieckie"
"328";"00-328";"16239";"Warszawa";"Mazowieckie"
"330";"00-330";"16239";"Warszawa";"Mazowieckie"
"331";"00-331";"16239";"Warszawa";"Mazowieckie"
"332";"00-332";"16239";"Warszawa";"Mazowieckie"
"333";"00-333";"16239";"Warszawa";"Mazowieckie"
"334";"00-334";"16239";"Warszawa";"Mazowieckie"
"335";"00-335";"16239";"Warszawa";"Mazowieckie"
"336";"00-336";"16239";"Warszawa";"Mazowieckie"
"337";"00-337";"16239";"Warszawa";"Mazowieckie"
"338";"00-338";"16239";"Warszawa";"Mazowieckie"
"339";"00-339";"16239";"Warszawa";"Mazowieckie"
"340";"00-340";"16239";"Warszawa";"Mazowieckie"
"341";"00-341";"16239";"Warszawa";"Mazowieckie"
"342";"00-342";"16239";"Warszawa";"Mazowieckie"
"343";"00-343";"16239";"Warszawa";""
"344";"00-344";"16239";"Warszawa";"Mazowieckie"
"345";"00-345";"16239";"Warszawa";"Mazowieckie"
"346";"00-346";"16239";"Warszawa";"Mazowieckie"
"347";"00-347";"16239";"Warszawa";"Mazowieckie"
"348";"00-348";"16239";"Warszawa";"Mazowieckie"
"349";"00-349";"16239";"Warszawa";"Mazowieckie"
"350";"00-350";"16239";"Warszawa";"Mazowieckie"
"351";"00-351";"16239";"Warszawa";"Mazowieckie"
"353";"00-353";"16239";"Warszawa";"Mazowieckie"
"354";"00-354";"16239";"Warszawa";"Mazowieckie"
"355";"00-355";"16239";"Warszawa";"Mazowieckie"
"356";"00-356";"16239";"Warszawa";"Mazowieckie"
"357";"00-357";"16239";"Warszawa";"Mazowieckie"
"358";"00-358";"16239";"Warszawa";"Mazowieckie"
"359";"00-359";"16239";"Warszawa";"Mazowieckie"
"360";"00-360";"16239";"Warszawa";"Mazowieckie"
"362";"00-362";"16239";"Warszawa";"Mazowieckie"
"363";"00-363";"16239";"Warszawa";"Mazowieckie"
"364";"00-364";"16239";"Warszawa";"Mazowieckie"
"365";"00-365";"16239";"Warszawa";""
"366";"00-366";"16239";"Warszawa";"Mazowieckie"
"367";"00-367";"16239";"Warszawa";"Mazowieckie"
"368";"00-368";"16239";"Warszawa";"Mazowieckie"
"369";"00-369";"16239";"Warszawa";"Mazowieckie"
"370";"00-370";"16239";"Warszawa";"Mazowieckie"
"372";"00-372";"16239";"Warszawa";"Mazowieckie"
"373";"00-373";"16239";"Warszawa";"Mazowieckie"
"374";"00-374";"16239";"Warszawa";"Mazowieckie"
"375";"00-375";"16239";"Warszawa";"Mazowieckie"
"377";"00-377";"16239";"Warszawa";"Mazowieckie"
"378";"00-378";"16239";"Warszawa";"Mazowieckie"
"379";"00-379";"16239";"Warszawa";"Mazowieckie"
"380";"00-380";"16239";"Warszawa";"Mazowieckie"
"381";"00-381";"16239";"Warszawa";"Mazowieckie"
"382";"00-382";"16239";"Warszawa";"Mazowieckie"
"384";"00-384";"16239";"Warszawa";"Mazowieckie"
"385";"00-385";"16239";"Warszawa";"Mazowieckie"
"386";"00-386";"16239";"Warszawa";"Mazowieckie"
"388";"00-388";"16239";"Warszawa";"Mazowieckie"
"389";"00-389";"16239";"Warszawa";"Mazowieckie"
"390";"00-390";"16239";"Warszawa";"Mazowieckie"
"391";"00-391";"16239";"Warszawa";"Mazowieckie"
"392";"00-392";"16239";"Warszawa";"Mazowieckie"
"393";"00-393";"16239";"Warszawa";"Mazowieckie"
"394";"00-394";"16239";"Warszawa";"Mazowieckie"
"401";"00-401";"16239";"Warszawa";"Mazowieckie"
"402";"00-402";"16239";"Warszawa";"Mazowieckie"
"403";"00-403";"16239";"Warszawa";"Mazowieckie"
"404";"00-404";"16239";"Warszawa";""
"405";"00-405";"16239";"Warszawa";"Mazowieckie"
"406";"00-406";"16239";"Warszawa";"Mazowieckie"
"407";"00-407";"16239";"Warszawa";"Mazowieckie"
"408";"00-408";"16239";"Warszawa";"Mazowieckie"
"409";"00-409";"16239";"Warszawa";"Mazowieckie"
"410";"00-410";"16239";"Warszawa";"Mazowieckie"
"411";"00-411";"16239";"Warszawa";"Mazowieckie"
"412";"00-412";"16239";"Warszawa";"Mazowieckie"
"413";"00-413";"16239";"Warszawa";"Mazowieckie"
"414";"00-414";"16239";"Warszawa";"Mazowieckie"
"415";"00-415";"16239";"Warszawa";"Mazowieckie"
"416";"00-416";"16239";"Warszawa";"Mazowieckie"
"417";"00-417";"16239";"Warszawa";"Mazowieckie"
"418";"00-418";"16239";"Warszawa";"Mazowieckie"
"419";"00-419";"16239";"Warszawa";"Mazowieckie"
"420";"00-420";"16239";"Warszawa";"Mazowieckie"
"421";"00-421";"16239";"Warszawa";"Mazowieckie"
"422";"00-422";"16239";"Warszawa";"Mazowieckie"
"423";"00-423";"16239";"Warszawa";"Mazowieckie"
"424";"00-424";"16239";"Warszawa";"Mazowieckie"
"425";"00-425";"16239";"Warszawa";"Mazowieckie"
"427";"00-427";"16239";"Warszawa";"Mazowieckie"
"428";"00-428";"16239";"Warszawa";"Mazowieckie"
"429";"00-429";"16239";"Warszawa";"Mazowieckie"
"430";"00-430";"16239";"Warszawa";"Mazowieckie"
"431";"00-431";"16239";"Warszawa";"Mazowieckie"
"432";"00-432";"16239";"Warszawa";"Mazowieckie"
"433";"00-433";"16239";"Warszawa";"Mazowieckie"
"434";"00-434";"16239";"Warszawa";"Mazowieckie"
"435";"00-435";"16239";"Warszawa";"Mazowieckie"
"436";"00-436";"16239";"Warszawa";"Mazowieckie"
"438";"00-438";"16239";"Warszawa";"Mazowieckie"
"439";"00-439";"16239";"Warszawa";"Mazowieckie"
"440";"00-440";"16239";"Warszawa";"Mazowieckie"
"441";"00-441";"16239";"Warszawa";"Mazowieckie"
"442";"00-442";"16239";"Warszawa";"Mazowieckie"
"443";"00-443";"16239";"Warszawa";"Mazowieckie"
"444";"00-444";"16239";"Warszawa";"Mazowieckie"
"446";"00-446";"16239";"Warszawa";"Mazowieckie"
"447";"00-447";"16239";"Warszawa";"Mazowieckie"
"448";"00-448";"16239";"Warszawa";"Mazowieckie"
"449";"00-449";"16239";"Warszawa";"Mazowieckie"
"450";"00-450";"16239";"Warszawa";"Mazowieckie"
"451";"00-451";"16239";"Warszawa";"Mazowieckie"
"452";"00-452";"16239";"Warszawa";"Mazowieckie"
"453";"00-453";"16239";"Warszawa";"Mazowieckie"
"454";"00-454";"16239";"Warszawa";"Mazowieckie"
"455";"00-455";"16239";"Warszawa";"Mazowieckie"
"456";"00-456";"16239";"Warszawa";"Mazowieckie"
"457";"00-457";"16239";"Warszawa";"Mazowieckie"
"458";"00-458";"16239";"Warszawa";"Mazowieckie"
"459";"00-459";"16239";"Warszawa";"Mazowieckie"
"460";"00-460";"16239";"Warszawa";"Mazowieckie"
"461";"00-461";"16239";"Warszawa";"Mazowieckie"
"462";"00-462";"16239";"Warszawa";"Mazowieckie"
"463";"00-463";"16239";"Warszawa";"Mazowieckie"
"464";"00-464";"16239";"Warszawa";"Mazowieckie"
"465";"00-465";"16239";"Warszawa";"Mazowieckie"
"466";"00-466";"16239";"Warszawa";"Mazowieckie"
"467";"00-467";"16239";"Warszawa";"Mazowieckie"
"468";"00-468";"16239";"Warszawa";"Mazowieckie"
"477";"00-477";"16239";"Warszawa";"Mazowieckie"
"478";"00-478";"16239";"Warszawa";"Mazowieckie"
"479";"00-479";"16239";"Warszawa";"Mazowieckie"
"480";"00-480";"16239";"Warszawa";"Mazowieckie"
"481";"00-481";"16239";"Warszawa";"Mazowieckie"
"482";"00-482";"16239";"Warszawa";"Mazowieckie"
"483";"00-483";"16239";"Warszawa";"Mazowieckie"
"484";"00-484";"16239";"Warszawa";"Mazowieckie"
"485";"00-485";"16239";"Warszawa";"Mazowieckie"
"486";"00-486";"16239";"Warszawa";"Mazowieckie"
"487";"00-487";"16239";"Warszawa";"Mazowieckie"
"488";"00-488";"16239";"Warszawa";"Mazowieckie"
"489";"00-489";"16239";"Warszawa";"Mazowieckie"
"490";"00-490";"16239";"Warszawa";"Mazowieckie"
"491";"00-491";"16239";"Warszawa";"Mazowieckie"
"492";"00-492";"16239";"Warszawa";"Mazowieckie"
"493";"00-493";"16239";"Warszawa";"Mazowieckie"
"495";"00-495";"16239";"Warszawa";"Mazowieckie"
"496";"00-496";"16239";"Warszawa";"Mazowieckie"
"497";"00-497";"16239";"Warszawa";"Mazowieckie"
"498";"00-498";"16239";"Warszawa";"Mazowieckie"
"499";"00-499";"16239";"Warszawa";"Mazowieckie"
"501";"00-501";"16239";"Warszawa";"Mazowieckie"
"502";"00-502";"16239";"Warszawa";"Mazowieckie"
"503";"00-503";"16239";"Warszawa";"Mazowieckie"
"504";"00-504";"16239";"Warszawa";""
"505";"00-505";"16239";"Warszawa";"Mazowieckie"
"507";"00-507";"16239";"Warszawa";"Mazowieckie"
"508";"00-508";"16239";"Warszawa";"Mazowieckie"
"509";"00-509";"16239";"Warszawa";"Mazowieckie"
"510";"00-510";"16239";"Warszawa";"Mazowieckie"
"511";"00-511";"16239";"Warszawa";"Mazowieckie"
"512";"00-512";"16239";"Warszawa";"Mazowieckie"
"513";"00-513";"16239";"Warszawa";"Mazowieckie"
"514";"00-514";"16239";"Warszawa";"Mazowieckie"
"515";"00-515";"16239";"Warszawa";"Mazowieckie"
"516";"00-516";"16239";"Warszawa";"Mazowieckie"
"517";"00-517";"16239";"Warszawa";"Mazowieckie"
"518";"00-518";"16239";"Warszawa";"Mazowieckie"
"519";"00-519";"16239";"Warszawa";"Mazowieckie"
"521";"00-521";"16239";"Warszawa";"Mazowieckie"
"522";"00-522";"16239";"Warszawa";"Mazowieckie"
"524";"00-524";"16239";"Warszawa";"Mazowieckie"
"525";"00-525";"16239";"Warszawa";"Mazowieckie"
"526";"00-526";"16239";"Warszawa";"Mazowieckie"
"527";"00-527";"16239";"Warszawa";"Mazowieckie"
"528";"00-528";"16239";"Warszawa";"Mazowieckie"
"529";"00-529";"16239";"Warszawa";"Mazowieckie"
"530";"00-530";"16239";"Warszawa";"Mazowieckie"
"532";"00-532";"16239";"Warszawa";"Mazowieckie"
"533";"00-533";"16239";"Warszawa";"Mazowieckie"
"534";"00-534";"16239";"Warszawa";"Mazowieckie"
"535";"00-535";"16239";"Warszawa";"Mazowieckie"
"536";"00-536";"16239";"Warszawa";"Mazowieckie"
"537";"00-537";"16239";"Warszawa";"Mazowieckie"
"538";"00-538";"16239";"Warszawa";"Mazowieckie"
"539";"00-539";"16239";"Warszawa";"Mazowieckie"
"540";"00-540";"16239";"Warszawa";"Mazowieckie"
"541";"00-541";"16239";"Warszawa";"Mazowieckie"
"542";"00-542";"16239";"Warszawa";"Mazowieckie"
"543";"00-543";"16239";"Warszawa";"Mazowieckie"
"544";"00-544";"16239";"Warszawa";"Mazowieckie"
"545";"00-545";"16239";"Warszawa";"Mazowieckie"
"546";"00-546";"16239";"Warszawa";"Mazowieckie"
